Date,ZIP,AI/AN,Asian,Black,Hispanic,Multi,NH/PI,Other,White,Unknown
April-1-2021,1008,*,*,*,*,*,*,*,313,*
April-1-2021,1009,*,*,*,*,*,*,*,257,*
April-1-2021,1010,*,*,*,307,*,*,*,708,30
April-1-2021,1011,*,*,*,*,*,*,*,255,*
April-1-2021,1012,*,*,*,*,*,*,*,209,*
April-1-2021,1013,*,54,110,685,31,*,336,3648,340
April-1-2021,1014,*,*,*,*,*,*,*,*,*
April-1-2021,1020,*,103,162,495,58,*,541,6526,394
April-1-2021,1021,*,*,*,*,*,*,*,30,*
April-1-2021,1022,*,*,*,*,*,*,36,572,47
April-1-2021,1026,*,*,*,*,*,*,*,318,*
April-1-2021,1027,*,88,51,128,52,*,341,5668,421
April-1-2021,1028,*,114,83,115,*,*,695,4967,291
April-1-2021,1029,*,*,*,*,*,*,*,194,*
April-1-2021,1030,*,40,33,61,*,*,219,3061,136
April-1-2021,1031,*,*,*,*,*,*,*,209,*
April-1-2021,1032,*,*,*,*,*,*,*,201,*
April-1-2021,1033,*,*,*,50,*,*,136,1657,103
April-1-2021,1034,*,*,*,*,*,*,32,389,*
April-1-2021,1035,*,79,*,37,*,*,65,1740,107
April-1-2021,1036,*,*,*,*,*,*,156,1572,65
April-1-2021,1037,*,*,*,*,*,*,*,253,42
April-1-2021,1038,*,*,*,*,*,*,46,962,51
April-1-2021,1039,*,*,*,*,*,*,*,520,30
April-1-2021,1040,*,70,184,2343,60,*,1081,5592,576
April-1-2021,1041,*,*,*,50,*,*,*,*,*
April-1-2021,1050,*,*,*,*,*,*,37,579,31
April-1-2021,1053,*,*,*,*,*,*,87,725,*
April-1-2021,1054,*,*,*,*,*,*,44,672,48
April-1-2021,1056,*,33,60,209,*,*,481,5523,322
April-1-2021,1057,*,*,*,71,*,*,132,2072,157
April-1-2021,1059,*,*,*,*,*,*,*,*,*
April-1-2021,1060,*,118,100,193,34,*,481,4589,459
April-1-2021,1061,*,*,*,*,*,*,*,73,*
April-1-2021,1062,*,68,53,120,35,*,229,3789,218
April-1-2021,1063,*,*,*,*,*,*,*,37,*
April-1-2021,1066,*,*,*,*,*,*,*,136,*
April-1-2021,1068,*,*,*,*,*,*,*,551,*
April-1-2021,1069,*,*,*,69,*,*,130,1932,146
April-1-2021,1070,*,*,*,*,*,*,*,196,*
April-1-2021,1071,*,*,*,*,*,*,*,340,*
April-1-2021,1072,*,*,*,*,*,*,*,506,*
April-1-2021,1073,*,*,*,31,*,*,98,1999,147
April-1-2021,1074,*,*,*,*,*,*,*,111,*
April-1-2021,1075,*,72,64,139,53,*,423,4874,281
April-1-2021,1077,*,*,*,42,*,*,283,2074,140
April-1-2021,1079,*,*,*,*,*,*,*,149,*
April-1-2021,1080,*,*,*,*,*,*,*,409,*
April-1-2021,1081,*,*,*,101,*,*,*,279,*
April-1-2021,1082,*,*,*,96,*,*,137,2110,142
April-1-2021,1083,*,*,*,147,*,*,*,447,*
April-1-2021,1084,*,*,*,*,*,*,*,56,*
April-1-2021,1085,*,147,118,409,92,*,954,8302,720
April-1-2021,1086,*,*,*,*,*,*,*,58,*
April-1-2021,1088,*,*,*,*,*,*,*,154,*
April-1-2021,1089,*,314,156,417,73,*,726,5773,391
April-1-2021,1090,*,*,*,*,*,*,*,30,*
April-1-2021,1092,*,*,*,55,*,*,*,181,*
April-1-2021,1093,*,*,*,*,*,*,*,300,*
April-1-2021,1094,*,*,*,*,*,*,*,93,*
April-1-2021,1095,*,82,89,137,33,*,476,4536,206
April-1-2021,1096,*,*,*,*,*,*,*,848,42
April-1-2021,1097,*,*,*,*,*,*,*,*,*
April-1-2021,1098,*,*,*,*,*,*,*,418,*
April-1-2021,1101,*,*,*,62,*,*,68,86,*
April-1-2021,1102,*,*,*,*,*,*,*,*,*
April-1-2021,1103,*,*,70,185,*,*,87,184,63
April-1-2021,1104,*,53,422,1500,35,*,582,1748,510
April-1-2021,1105,*,*,244,547,*,*,258,402,344
April-1-2021,1106,*,256,58,109,36,*,882,4762,332
April-1-2021,1107,*,*,87,908,*,*,209,399,156
April-1-2021,1108,*,297,474,843,54,*,444,2092,349
April-1-2021,1109,*,62,1609,1061,90,*,501,1184,989
April-1-2021,1111,*,*,*,*,*,*,*,*,*
April-1-2021,1115,*,*,*,*,*,*,*,*,*
April-1-2021,1116,*,*,*,*,*,*,*,*,*
April-1-2021,1118,*,146,345,387,41,*,360,2683,221
April-1-2021,1119,*,50,575,543,43,*,364,1499,289
April-1-2021,1128,*,*,66,72,*,*,73,624,45
April-1-2021,1129,*,37,235,242,*,*,169,1251,138
April-1-2021,1138,*,*,*,*,*,*,*,*,*
April-1-2021,1139,*,*,*,*,*,*,*,*,*
April-1-2021,1144,*,*,*,*,*,*,*,*,*
April-1-2021,1151,*,*,146,335,*,*,132,657,105
April-1-2021,1199,*,*,*,*,*,*,*,*,*
April-1-2021,1201,*,175,543,519,160,*,740,12405,1071
April-1-2021,1202,*,*,*,*,*,*,*,125,*
April-1-2021,1203,*,*,*,*,*,*,*,*,*
April-1-2021,1220,*,*,*,*,*,*,34,2456,76
April-1-2021,1222,*,*,*,*,*,*,*,173,*
April-1-2021,1223,*,*,*,*,*,*,*,610,37
April-1-2021,1224,*,*,*,*,*,*,*,43,*
April-1-2021,1225,*,*,*,*,*,*,*,1070,49
April-1-2021,1226,*,*,*,*,*,*,44,2012,215
April-1-2021,1227,*,*,*,*,*,*,*,35,*
April-1-2021,1229,*,*,*,*,*,*,*,51,*
April-1-2021,1230,*,41,31,243,32,*,183,2575,306
April-1-2021,1235,*,*,*,*,*,*,*,798,49
April-1-2021,1236,*,*,*,*,*,*,*,564,75
April-1-2021,1237,*,*,*,*,*,*,*,920,50
April-1-2021,1238,*,39,*,93,*,*,62,1959,269
April-1-2021,1240,*,32,*,46,*,*,88,2063,112
April-1-2021,1242,*,*,*,*,*,*,*,163,*
April-1-2021,1243,*,*,*,*,*,*,*,88,*
April-1-2021,1244,*,*,*,*,*,*,*,102,*
April-1-2021,1245,*,*,*,*,*,*,*,321,*
April-1-2021,1247,*,*,34,39,*,*,125,3692,158
April-1-2021,1252,*,*,*,*,*,*,*,*,*
April-1-2021,1253,*,*,*,*,*,*,*,269,*
April-1-2021,1254,*,*,*,*,*,*,*,488,33
April-1-2021,1255,*,*,*,*,*,*,45,202,*
April-1-2021,1256,*,*,*,*,*,*,*,199,*
April-1-2021,1257,*,*,*,41,*,*,*,843,61
April-1-2021,1258,*,*,*,*,*,*,*,266,*
April-1-2021,1259,*,*,*,*,*,*,*,137,*
April-1-2021,1260,*,*,*,*,*,*,*,64,*
April-1-2021,1262,*,*,*,*,*,*,*,676,54
April-1-2021,1263,*,*,*,*,*,*,*,*,*
April-1-2021,1264,*,*,*,*,*,*,*,91,*
April-1-2021,1266,*,*,*,*,*,*,*,513,30
April-1-2021,1267,*,39,*,34,*,*,31,1673,191
April-1-2021,1270,*,*,*,*,*,*,*,254,*
April-1-2021,1301,*,42,57,108,38,*,407,4927,638
April-1-2021,1302,*,*,*,*,*,*,*,67,*
April-1-2021,1330,*,*,*,*,*,*,*,511,53
April-1-2021,1331,*,*,*,65,*,*,132,2936,299
April-1-2021,1337,*,*,*,*,*,*,43,833,61
April-1-2021,1338,*,*,*,*,*,*,*,96,*
April-1-2021,1339,*,*,*,*,*,*,*,406,42
April-1-2021,1340,*,*,*,*,*,*,*,467,54
April-1-2021,1341,*,*,*,*,*,*,33,651,36
April-1-2021,1342,*,*,*,*,*,*,34,470,37
April-1-2021,1343,*,*,*,*,*,*,*,*,*
April-1-2021,1344,*,*,*,*,*,*,*,425,63
April-1-2021,1346,*,*,*,*,*,*,*,121,*
April-1-2021,1347,*,*,*,*,*,*,*,49,*
April-1-2021,1349,*,*,*,*,*,*,*,183,*
April-1-2021,1350,*,*,*,*,*,*,*,*,*
April-1-2021,1351,*,*,*,*,*,*,36,769,47
April-1-2021,1354,*,*,*,*,*,*,*,496,33
April-1-2021,1355,*,*,*,*,*,*,*,293,*
April-1-2021,1360,*,*,*,*,*,*,77,865,82
April-1-2021,1364,*,*,*,*,*,*,68,1770,203
April-1-2021,1366,*,*,*,*,*,*,*,404,*
April-1-2021,1367,*,*,*,*,*,*,*,142,*
April-1-2021,1368,*,*,*,*,*,*,*,354,*
April-1-2021,1370,*,*,*,*,*,*,85,1218,124
April-1-2021,1373,*,*,*,*,*,*,83,1680,148
April-1-2021,1375,*,41,*,*,*,*,46,932,77
April-1-2021,1376,*,*,*,*,*,*,148,1388,223
April-1-2021,1378,*,*,*,*,*,*,*,178,*
April-1-2021,1379,*,*,*,*,*,*,*,259,*
April-1-2021,1380,*,*,*,*,*,*,*,*,*
April-1-2021,1420,*,206,350,1071,102,*,372,6955,565
April-1-2021,1430,*,*,*,32,*,*,40,1683,86
April-1-2021,1431,*,*,*,*,*,*,*,804,35
April-1-2021,1432,*,80,80,73,48,*,159,1953,81
April-1-2021,1434,*,*,*,*,*,*,*,94,*
April-1-2021,1436,*,*,*,*,*,*,46,711,69
April-1-2021,1438,*,*,*,*,*,*,*,123,*
April-1-2021,1440,*,58,104,204,40,*,210,5135,962
April-1-2021,1441,*,*,*,*,*,*,*,*,*
April-1-2021,1450,*,91,*,53,58,*,149,3256,84
April-1-2021,1451,*,59,*,*,48,*,*,1726,51
April-1-2021,1452,*,*,*,*,*,*,*,1306,89
April-1-2021,1453,*,281,449,883,115,*,606,9135,849
April-1-2021,1460,*,171,*,48,64,*,79,2875,93
April-1-2021,1462,*,45,40,77,*,*,78,3160,152
April-1-2021,1463,*,35,*,48,30,*,71,2882,185
April-1-2021,1464,*,30,70,68,*,*,57,1548,515
April-1-2021,1467,*,*,*,*,*,*,*,59,*
April-1-2021,1468,*,*,*,*,*,*,33,1234,84
April-1-2021,1469,*,*,*,43,*,*,42,1832,80
April-1-2021,1470,*,*,*,*,*,*,*,*,*
April-1-2021,1472,*,*,*,*,*,*,*,40,*
April-1-2021,1473,*,*,*,45,*,*,42,2388,112
April-1-2021,1474,*,*,*,*,*,*,*,510,32
April-1-2021,1475,*,*,*,62,*,*,69,2109,192
April-1-2021,1477,*,*,*,*,*,*,*,*,*
April-1-2021,1501,*,124,73,589,37,*,219,4743,208
April-1-2021,1503,*,*,*,*,*,*,*,1055,32
April-1-2021,1504,*,*,*,60,*,*,42,1990,73
April-1-2021,1505,*,56,*,50,*,*,49,1616,81
April-1-2021,1506,*,*,*,290,*,*,*,559,30
April-1-2021,1507,*,*,*,1188,*,*,288,2339,151
April-1-2021,1508,*,*,*,81,*,*,*,77,*
April-1-2021,1509,*,*,*,*,*,*,*,*,*
April-1-2021,1510,*,45,53,356,42,*,130,3304,163
April-1-2021,1515,*,*,*,255,*,*,*,381,*
April-1-2021,1516,*,*,*,97,*,*,47,1979,109
April-1-2021,1517,*,*,*,*,*,*,*,*,*
April-1-2021,1518,*,*,*,322,*,*,*,540,32
April-1-2021,1519,*,80,*,61,38,*,67,2132,72
April-1-2021,1520,*,157,62,162,39,*,159,5222,343
April-1-2021,1521,*,*,*,198,*,*,*,376,*
April-1-2021,1522,*,*,*,*,*,*,39,1110,55
April-1-2021,1523,*,*,35,77,*,*,49,1844,111
April-1-2021,1524,*,*,*,320,*,*,70,1515,102
April-1-2021,1525,*,*,*,*,*,*,*,79,*
April-1-2021,1526,*,*,*,*,*,*,*,83,*
April-1-2021,1527,*,99,57,148,42,*,156,3700,154
April-1-2021,1529,*,*,*,*,*,*,*,549,*
April-1-2021,1531,*,*,*,*,*,*,*,307,*
April-1-2021,1532,*,360,56,158,131,*,182,4671,198
April-1-2021,1534,*,*,*,59,*,*,70,1645,48
April-1-2021,1535,*,*,*,394,*,*,*,807,37
April-1-2021,1536,*,201,33,60,46,*,56,1932,70
April-1-2021,1537,*,*,*,102,*,*,*,491,*
April-1-2021,1538,*,*,*,*,*,*,*,78,*
April-1-2021,1540,*,*,*,514,*,*,82,2267,191
April-1-2021,1541,*,*,*,36,*,*,*,1215,47
April-1-2021,1542,*,*,*,128,*,*,46,518,32
April-1-2021,1543,*,31,33,78,*,*,83,2831,160
April-1-2021,1545,*,1596,213,352,254,*,546,9339,680
April-1-2021,1546,*,*,*,*,*,*,*,*,*
April-1-2021,1550,*,40,37,2089,*,*,165,1248,133
April-1-2021,1560,*,131,*,55,35,*,43,992,52
April-1-2021,1561,*,*,*,*,*,*,*,85,*
April-1-2021,1562,*,*,32,707,*,*,96,2518,121
April-1-2021,1564,*,*,*,46,*,*,75,2658,85
April-1-2021,1566,*,44,*,868,*,*,53,1159,55
April-1-2021,1568,*,53,*,57,30,*,42,2354,62
April-1-2021,1569,*,31,*,91,36,*,82,3619,147
April-1-2021,1570,*,34,95,990,*,*,155,2585,234
April-1-2021,1571,*,*,*,897,*,*,54,1600,176
April-1-2021,1580,*,*,*,*,*,*,*,*,*
April-1-2021,1581,*,692,126,210,185,*,297,5051,329
April-1-2021,1582,*,*,*,*,*,*,*,*,*
April-1-2021,1583,*,46,44,72,*,*,91,2515,274
April-1-2021,1585,*,*,*,242,*,*,103,956,45
April-1-2021,1586,*,*,*,*,*,*,*,*,*
April-1-2021,1588,*,*,32,76,*,*,53,2471,143
April-1-2021,1590,*,31,*,183,*,*,67,2555,98
April-1-2021,1601,*,*,*,*,*,*,*,46,*
April-1-2021,1602,*,328,502,565,106,*,325,5797,457
April-1-2021,1603,*,591,522,748,88,*,297,2528,341
April-1-2021,1604,*,629,1044,1071,154,*,688,6023,613
April-1-2021,1605,*,324,878,1001,127,*,454,3897,454
April-1-2021,1606,*,245,503,405,83,*,392,4839,436
April-1-2021,1607,*,130,353,255,*,*,114,956,101
April-1-2021,1608,*,67,91,194,*,*,70,308,125
April-1-2021,1609,*,180,268,675,64,*,322,3693,340
April-1-2021,1610,*,301,436,945,67,*,232,1350,317
April-1-2021,1611,*,*,32,79,*,*,*,397,37
April-1-2021,1612,*,*,*,80,*,*,46,1630,90
April-1-2021,1613,*,*,*,*,*,*,*,46,*
April-1-2021,1614,*,*,*,*,*,*,*,*,*
April-1-2021,1615,*,*,*,*,*,*,*,*,*
April-1-2021,1653,*,*,*,*,*,*,*,*,*
April-1-2021,1654,*,*,*,*,*,*,*,*,*
April-1-2021,1655,*,*,*,*,*,*,*,*,*
April-1-2021,1701,*,627,451,654,427,*,521,10005,694
April-1-2021,1702,*,472,542,1655,246,*,794,5790,1390
April-1-2021,1703,*,*,*,*,*,*,*,*,*
April-1-2021,1704,*,*,*,*,*,*,*,*,*
April-1-2021,1705,*,*,*,*,*,*,*,*,*
April-1-2021,1718,*,34,*,*,*,*,*,147,*
April-1-2021,1719,*,194,*,32,46,*,34,1378,47
April-1-2021,1720,*,913,108,168,284,*,204,5896,204
April-1-2021,1721,*,394,151,316,191,*,231,5088,509
April-1-2021,1730,*,416,82,63,104,*,145,4009,145
April-1-2021,1731,*,*,*,*,*,*,*,77,*
April-1-2021,1740,*,55,*,34,43,*,31,1698,49
April-1-2021,1741,*,137,*,*,57,*,*,1681,48
April-1-2021,1742,*,187,114,148,281,*,152,6394,612
April-1-2021,1745,*,*,*,*,*,*,*,117,*
April-1-2021,1746,*,158,71,112,103,*,125,4718,126
April-1-2021,1747,*,*,*,47,*,*,45,1824,47
April-1-2021,1748,*,426,72,101,174,*,133,4584,273
April-1-2021,1749,*,123,75,304,135,*,156,5898,279
April-1-2021,1752,*,400,337,1009,293,*,531,9004,600
April-1-2021,1754,*,68,50,91,95,*,75,3239,97
April-1-2021,1756,*,*,*,*,*,*,36,1683,47
April-1-2021,1757,*,166,241,575,156,*,351,7245,404
April-1-2021,1760,*,689,269,379,353,*,388,10937,434
April-1-2021,1770,*,76,*,*,42,*,*,1352,37
April-1-2021,1772,*,278,59,100,165,*,99,2791,131
April-1-2021,1773,*,113,*,49,75,*,90,2152,49
April-1-2021,1775,*,73,*,66,59,*,57,2252,52
April-1-2021,1776,*,358,89,133,247,*,206,5627,157
April-1-2021,1778,*,418,60,123,198,*,148,4592,142
April-1-2021,1784,*,*,*,*,*,*,*,*,*
April-1-2021,1801,*,646,496,411,230,*,598,10944,634
April-1-2021,1803,*,934,291,159,276,*,333,7102,359
April-1-2021,1805,*,*,*,*,*,*,*,64,82
April-1-2021,1806,*,*,*,*,*,*,*,*,*
April-1-2021,1807,*,*,*,*,*,*,*,*,*
April-1-2021,1808,*,*,*,*,*,*,*,*,*
April-1-2021,1810,*,1159,178,256,223,*,585,9338,897
April-1-2021,1812,*,*,*,*,*,*,*,*,*
April-1-2021,1813,*,*,*,*,*,*,*,*,*
April-1-2021,1815,*,*,*,*,*,*,*,*,*
April-1-2021,1821,*,511,195,169,197,*,230,8512,343
April-1-2021,1822,*,*,*,*,*,*,*,*,*
April-1-2021,1824,*,543,121,135,203,*,253,8256,240
April-1-2021,1826,*,439,328,289,142,*,397,7951,362
April-1-2021,1827,*,36,*,*,*,*,*,884,32
April-1-2021,1830,*,93,238,627,73,*,443,6284,621
April-1-2021,1831,*,*,*,*,*,*,*,41,*
April-1-2021,1832,*,122,260,606,48,*,430,4713,567
April-1-2021,1833,*,*,*,*,*,*,46,2800,173
April-1-2021,1834,*,*,*,*,*,*,74,2274,145
April-1-2021,1835,*,66,99,174,*,*,196,3704,375
April-1-2021,1840,*,*,142,221,*,*,129,503,197
April-1-2021,1841,*,86,1398,2253,190,*,1085,4519,1411
April-1-2021,1842,*,*,*,*,*,*,*,68,*
April-1-2021,1843,*,216,585,1057,68,*,639,2667,850
April-1-2021,1844,*,660,628,1327,147,*,1205,11437,1738
April-1-2021,1845,*,469,149,298,117,*,551,8232,888
April-1-2021,1850,*,235,332,410,67,*,339,1825,132
April-1-2021,1851,*,2015,473,431,329,*,389,2842,222
April-1-2021,1852,*,713,421,954,175,*,441,5752,290
April-1-2021,1853,*,*,*,37,*,*,*,72,*
April-1-2021,1854,*,1043,354,628,156,*,530,3336,237
April-1-2021,1860,*,*,*,38,*,*,66,2194,184
April-1-2021,1862,*,176,67,96,76,*,93,2614,159
April-1-2021,1863,*,172,68,61,64,*,72,2722,70
April-1-2021,1864,*,141,39,75,61,*,139,4918,272
April-1-2021,1865,*,*,*,*,*,*,*,42,*
April-1-2021,1866,*,*,*,*,*,*,*,*,*
April-1-2021,1867,*,314,67,123,121,*,292,8435,472
April-1-2021,1876,*,290,172,171,146,*,466,9476,473
April-1-2021,1879,*,250,67,67,46,*,108,3236,149
April-1-2021,1880,*,305,120,180,104,*,381,8346,920
April-1-2021,1885,*,*,*,*,*,*,*,68,*
April-1-2021,1886,*,860,48,112,212,*,242,6328,230
April-1-2021,1887,*,263,71,109,112,*,290,6899,307
April-1-2021,1888,*,*,*,*,*,*,*,*,*
April-1-2021,1889,*,*,*,*,*,*,*,*,*
April-1-2021,1890,*,753,92,133,172,*,260,6290,357
April-1-2021,1899,*,*,*,*,*,*,*,*,*
April-1-2021,1901,*,*,144,318,42,*,36,443,74
April-1-2021,1902,*,755,1342,3586,344,*,447,5697,946
April-1-2021,1903,*,*,*,60,*,*,*,41,*
April-1-2021,1904,*,215,357,732,131,*,169,5489,460
April-1-2021,1905,*,622,648,1697,171,*,216,3385,533
April-1-2021,1906,*,386,226,401,128,*,385,7858,1008
April-1-2021,1907,*,89,88,184,85,*,145,5305,272
April-1-2021,1908,*,*,*,30,*,*,37,1602,111
April-1-2021,1910,*,*,*,*,*,*,*,*,*
April-1-2021,1913,*,37,36,62,35,*,236,5229,421
April-1-2021,1915,*,180,207,337,147,*,389,13445,606
April-1-2021,1921,*,51,*,31,45,*,51,2563,105
April-1-2021,1922,*,*,*,*,*,*,*,1200,68
April-1-2021,1923,*,152,149,212,117,*,386,10270,435
April-1-2021,1929,*,*,*,*,*,*,*,1192,38
April-1-2021,1930,*,49,55,149,85,*,321,10457,549
April-1-2021,1931,*,*,*,*,*,*,*,66,*
April-1-2021,1936,*,*,*,*,*,*,*,130,*
April-1-2021,1937,*,*,*,*,*,*,*,55,63
April-1-2021,1938,*,47,*,68,37,*,105,5521,106
April-1-2021,1940,*,196,49,77,90,*,107,4435,286
April-1-2021,1944,*,*,*,*,*,*,31,1940,60
April-1-2021,1945,*,81,50,142,114,*,151,8005,231
April-1-2021,1949,*,95,48,35,64,*,62,3173,410
April-1-2021,1950,*,62,37,101,57,*,377,6947,632
April-1-2021,1951,*,*,*,*,*,*,31,1314,132
April-1-2021,1952,*,30,*,40,*,*,105,2662,218
April-1-2021,1960,*,285,426,865,314,*,903,17099,831
April-1-2021,1961,*,*,*,*,*,*,*,34,*
April-1-2021,1965,*,*,*,*,*,*,*,161,*
April-1-2021,1966,*,*,*,*,*,*,42,3027,151
April-1-2021,1969,*,*,*,*,*,*,49,2067,111
April-1-2021,1970,*,276,392,1048,301,*,372,11541,546
April-1-2021,1971,*,*,*,*,*,*,*,*,*
April-1-2021,1982,*,51,*,*,*,*,39,2511,78
April-1-2021,1983,*,32,*,*,32,*,57,2553,81
April-1-2021,1984,*,*,*,*,*,*,*,1368,43
April-1-2021,1985,*,*,*,*,*,*,42,1647,138
April-1-2021,2018,*,*,*,*,*,*,*,*,*
April-1-2021,2019,*,100,79,126,61,*,86,4307,154
April-1-2021,2020,*,*,*,*,*,*,*,172,*
April-1-2021,2021,*,493,514,208,295,*,290,6775,605
April-1-2021,2025,*,*,*,37,72,*,47,2630,66
April-1-2021,2026,*,228,405,392,290,*,350,7936,282
April-1-2021,2027,*,*,*,*,*,*,*,82,76
April-1-2021,2030,*,123,*,37,80,*,55,1782,59
April-1-2021,2031,*,*,*,*,*,*,*,*,*
April-1-2021,2032,*,114,34,33,73,*,42,1300,35
April-1-2021,2035,*,165,133,110,125,*,157,5595,193
April-1-2021,2038,*,295,105,164,176,*,238,9343,320
April-1-2021,2040,*,*,*,*,*,*,*,*,*
April-1-2021,2041,*,*,*,*,*,*,*,239,*
April-1-2021,2043,*,108,58,99,217,*,380,8002,199
April-1-2021,2044,*,*,*,*,*,*,*,*,*
April-1-2021,2045,*,*,30,61,59,*,71,3774,98
April-1-2021,2047,*,*,*,*,*,*,*,213,*
April-1-2021,2048,*,198,201,121,128,*,197,6343,270
April-1-2021,2050,*,37,50,85,174,*,190,8726,297
April-1-2021,2051,*,*,*,*,*,*,*,197,*
April-1-2021,2052,*,107,49,68,110,*,102,4098,89
April-1-2021,2053,*,79,46,83,91,*,85,4069,96
April-1-2021,2054,*,67,*,68,61,*,48,2882,117
April-1-2021,2055,*,*,*,*,*,*,*,*,*
April-1-2021,2056,*,64,77,56,60,*,86,3326,813
April-1-2021,2059,*,*,*,*,*,*,*,98,*
April-1-2021,2060,*,*,*,*,*,*,*,59,*
April-1-2021,2061,*,52,31,37,100,*,120,3552,119
April-1-2021,2062,*,345,521,337,271,*,585,8749,435
April-1-2021,2065,*,*,*,*,*,*,*,88,*
April-1-2021,2066,*,*,48,53,113,*,150,6334,145
April-1-2021,2067,*,741,306,100,283,*,270,5275,232
April-1-2021,2070,*,*,*,*,*,*,*,34,*
April-1-2021,2071,*,*,33,32,*,*,*,352,174
April-1-2021,2072,*,380,1236,372,231,*,401,6409,429
April-1-2021,2081,*,134,115,133,141,*,175,6551,201
April-1-2021,2090,*,343,92,93,217,*,177,5234,251
April-1-2021,2093,*,53,45,53,60,*,151,3834,271
April-1-2021,2108,*,60,40,48,*,*,35,1141,57
April-1-2021,2109,*,77,32,45,*,*,50,1139,80
April-1-2021,2110,*,70,*,37,30,*,40,803,45
April-1-2021,2111,*,1553,286,185,154,*,361,1459,638
April-1-2021,2112,*,*,*,*,*,*,*,*,*
April-1-2021,2113,*,69,*,72,40,*,70,1572,78
April-1-2021,2114,*,710,250,264,120,*,179,3443,547
April-1-2021,2115,*,1449,609,664,182,*,433,3487,613
April-1-2021,2116,*,1200,423,322,198,*,251,4728,315
April-1-2021,2117,*,*,*,*,*,*,*,36,*
April-1-2021,2118,*,1512,1387,1373,283,*,495,4904,549
April-1-2021,2119,*,297,4166,1976,286,*,460,1262,357
April-1-2021,2120,*,710,803,799,104,*,258,1465,486
April-1-2021,2121,*,103,3794,1572,190,*,247,341,223
April-1-2021,2122,*,1543,1599,572,213,*,301,2789,422
April-1-2021,2123,*,*,*,*,*,*,*,*,*
April-1-2021,2124,*,1295,6668,1766,433,*,628,3715,596
April-1-2021,2125,*,1162,2804,1349,349,*,441,3489,458
April-1-2021,2126,*,62,4863,676,210,*,269,425,253
April-1-2021,2127,*,556,337,650,190,*,352,8537,539
April-1-2021,2128,*,537,411,3593,203,*,534,5778,418
April-1-2021,2129,*,426,183,330,116,*,177,4793,228
April-1-2021,2130,31,907,1432,2023,461,31,910,8897,565
April-1-2021,2131,*,300,1831,1963,330,*,506,5901,398
April-1-2021,2132,*,562,561,614,388,*,497,8652,368
April-1-2021,2133,*,*,*,*,*,*,*,*,*
April-1-2021,2134,*,918,310,514,163,*,338,3047,443
April-1-2021,2135,46,1831,598,1019,461,*,966,9128,776
April-1-2021,2136,*,167,4741,2018,327,*,565,2938,454
April-1-2021,2137,*,*,*,*,*,*,*,*,*
April-1-2021,2138,*,800,620,394,267,*,365,6990,438
April-1-2021,2139,*,1089,1310,517,354,*,481,5952,433
April-1-2021,2140,*,659,839,241,200,*,315,3985,261
April-1-2021,2141,*,485,348,306,113,*,215,2198,213
April-1-2021,2142,*,140,42,51,*,*,44,518,72
April-1-2021,2143,*,617,335,308,209,*,397,5407,270
April-1-2021,2144,*,425,317,258,177,*,322,5589,229
April-1-2021,2145,*,665,537,566,170,*,624,4706,311
April-1-2021,2148,*,3829,1881,1126,471,*,1216,8303,1367
April-1-2021,2149,*,752,1257,1533,195,*,1033,5642,810
April-1-2021,2150,*,374,608,3357,118,*,777,3409,791
April-1-2021,2151,*,829,691,3604,269,*,1019,10215,773
April-1-2021,2152,*,80,114,399,93,*,185,6103,308
April-1-2021,2153,*,*,*,*,*,*,*,*,*
April-1-2021,2155,*,1343,1166,679,444,*,1074,13974,1195
April-1-2021,2156,*,*,*,*,*,*,*,*,*
April-1-2021,2163,*,30,*,*,*,*,*,44,*
April-1-2021,2169,*,3257,1051,663,693,*,739,12212,1052
April-1-2021,2170,*,1965,136,156,259,*,135,3568,229
April-1-2021,2171,*,1724,187,131,231,*,215,3854,281
April-1-2021,2176,*,451,231,238,150,*,469,7983,1164
April-1-2021,2180,*,329,164,181,129,*,311,7167,702
April-1-2021,2184,*,1389,400,260,442,*,457,10343,1002
April-1-2021,2185,*,*,*,*,*,*,*,51,*
April-1-2021,2186,*,487,1212,304,294,*,275,7764,561
April-1-2021,2187,*,*,*,*,*,*,*,*,*
April-1-2021,2188,*,205,199,125,124,*,170,4122,253
April-1-2021,2189,*,157,203,121,130,*,333,3977,150
April-1-2021,2190,*,217,162,140,138,*,198,5692,373
April-1-2021,2191,*,94,43,64,62,*,67,2611,87
April-1-2021,2196,*,*,*,*,*,*,*,*,*
April-1-2021,2199,*,33,*,*,*,*,*,355,*
April-1-2021,2201,*,*,*,*,*,*,*,*,*
April-1-2021,2203,*,*,*,*,*,*,*,*,*
April-1-2021,2204,*,*,*,*,*,*,*,*,*
April-1-2021,2205,*,*,*,*,*,*,*,39,*
April-1-2021,2206,*,*,*,*,*,*,*,*,*
April-1-2021,2210,*,119,35,63,38,*,58,1168,86
April-1-2021,2211,*,*,*,*,*,*,*,*,*
April-1-2021,2212,*,*,*,*,*,*,*,*,*
April-1-2021,2215,*,1032,228,397,134,*,304,2737,520
April-1-2021,2216,*,*,*,*,*,*,*,*,*
April-1-2021,2217,*,*,*,*,*,*,*,*,*
April-1-2021,2222,*,*,*,*,*,*,*,*,*
April-1-2021,2228,*,*,*,*,*,*,*,*,*
April-1-2021,2238,*,*,*,*,*,*,*,52,*
April-1-2021,2239,*,*,*,*,*,*,*,*,*
April-1-2021,2241,*,*,*,*,*,*,*,*,*
